,Unicode,Character
1277,\u52FC,勼
1278,\u52FD,勽
1279,\u52FE,勾
1280,\u52FF,勿
1281,\u5300,匀
1282,\u5301,匁
1283,\u5302,匂
1284,\u5303,匃
1285,\u5304,匄
1286,\u5305,包
1287,\u5306,匆
1288,\u5307,匇
1289,\u5308,匈
1290,\u5309,匉
1291,\u530A,匊
1292,\u530B,匋
1293,\u530C,匌
1294,\u530D,匍
1295,\u530E,匎
1296,\u530F,匏
1297,\u5310,匐
1298,\u5311,匑
1299,\u5312,匒
1300,\u5313,匓
1301,\u5314,匔
1302,\u5315,匕
1303,\u5316,化
1304,\u5317,北
1305,\u5318,匘
1306,\u5319,匙
1307,\u531A,匚
1308,\u531B,匛
1309,\u531C,匜
1310,\u531D,匝
1311,\u531E,匞
1312,\u531F,匟
1313,\u5320,匠
1314,\u5321,匡
1315,\u5322,匢
1316,\u5323,匣
1317,\u5324,匤
1318,\u5325,匥
1319,\u5326,匦
1320,\u5327,匧
1321,\u5328,匨
1322,\u5329,匩
1323,\u532A,匪
1324,\u532B,匫
1325,\u532C,匬
1326,\u532D,匭
1327,\u532E,匮
1328,\u532F,匯
1329,\u5330,匰
1330,\u5331,匱
1331,\u5332,匲
1332,\u5333,匳
1333,\u5334,匴
1334,\u5335,匵
1335,\u5336,匶
1336,\u5337,匷
1337,\u5338,匸
1338,\u5339,匹
1339,\u533A,区
1340,\u533B,医
1341,\u533C,匼
1342,\u533D,匽
1343,\u533E,匾
1344,\u533F,匿
1345,\u5340,區
1346,\u5341,十
1347,\u5342,卂
1348,\u5343,千
1349,\u5344,卄
1350,\u5345,卅
1351,\u5346,卆
1352,\u5347,升
1353,\u5348,午
1354,\u5349,卉
1355,\u534A,半
1356,\u534B,卋
1357,\u534C,卌
1358,\u534D,卍
1359,\u534E,华
1360,\u534F,协
1361,\u5350,卐
1362,\u5351,卑
1363,\u5352,卒
1364,\u5353,卓
1365,\u5354,協
1366,\u5355,单
1367,\u5356,卖
1368,\u5357,南
1369,\u5358,単
1370,\u5359,卙
1371,\u535A,博
1372,\u535B,卛
1373,\u535C,卜
1374,\u535D,卝
1375,\u535E,卞
1376,\u535F,卟
1377,\u5360,占
1378,\u5361,卡
1379,\u5362,卢
1380,\u5363,卣
1381,\u5364,卤
1382,\u5365,卥
1383,\u5366,卦
1384,\u5367,卧
1385,\u5368,卨
1386,\u5369,卩
1387,\u536A,卪
1388,\u536B,卫
1389,\u536C,卬
1390,\u536D,卭
1391,\u536E,卮
1392,\u536F,卯
1393,\u5370,印
1394,\u5371,危
1395,\u5372,卲
1396,\u5373,即
1397,\u5374,却
1398,\u5375,卵
1399,\u5376,卶
1400,\u5377,卷
1401,\u5378,卸
1402,\u5379,卹
1403,\u537A,卺
1404,\u537B,卻
1405,\u537C,卼
1406,\u537D,卽
1407,\u537E,卾
1408,\u537F,卿
1409,\u5380,厀
1410,\u5381,厁
1411,\u5382,厂
1412,\u5383,厃
1413,\u5384,厄
1414,\u5385,厅
1415,\u5386,历
1416,\u5387,厇
1417,\u5388,厈
1418,\u5389,厉
1419,\u538A,厊
1420,\u538B,压
1421,\u538C,厌
1422,\u538D,厍
1423,\u538E,厎
1424,\u538F,厏
1425,\u5390,厐
1426,\u5391,厑
1427,\u5392,厒
1428,\u5393,厓
1429,\u5394,厔
1430,\u5395,厕
1431,\u5396,厖
1432,\u5397,厗
1433,\u5398,厘
1434,\u5399,厙
1435,\u539A,厚
1436,\u539B,厛
1437,\u539C,厜
1438,\u539D,厝
1439,\u539E,厞
1440,\u539F,原
1441,\u53A0,厠
1442,\u53A1,厡
1443,\u53A2,厢
1444,\u53A3,厣
1445,\u53A4,厤
1446,\u53A5,厥
1447,\u53A6,厦
1448,\u53A7,厧
1449,\u53A8,厨
1450,\u53A9,厩
1451,\u53AA,厪
1452,\u53AB,厫
1453,\u53AC,厬
1454,\u53AD,厭
1455,\u53AE,厮
1456,\u53AF,厯
1457,\u53B0,厰
1458,\u53B1,厱
1459,\u53B2,厲
1460,\u53B3,厳
1461,\u53B4,厴
1462,\u53B5,厵
1463,\u53B6,厶
1464,\u53B7,厷
1465,\u53B8,厸
1466,\u53B9,厹
1467,\u53BA,厺
1468,\u53BB,去
1469,\u53BC,厼
1470,\u53BD,厽
1471,\u53BE,厾
1472,\u53BF,县
1473,\u53C0,叀
1474,\u53C1,叁
1475,\u53C2,参
1476,\u53C3,參
1477,\u53C4,叄
1478,\u53C5,叅
1479,\u53C6,叆
1480,\u53C7,叇
1481,\u53C8,又
1482,\u53C9,叉
1483,\u53CA,及
1484,\u53CB,友
1485,\u53CC,双
1486,\u53CD,反
1487,\u53CE,収
1488,\u53CF,叏
1489,\u53D0,叐
1490,\u53D1,发
1491,\u53D2,叒
1492,\u53D3,叓
1493,\u53D4,叔
1494,\u53D5,叕
1495,\u53D6,取
1496,\u53D7,受
1497,\u53D8,变
1498,\u53D9,叙
1499,\u53DA,叚
1500,\u53DB,叛
1501,\u53DC,叜
1502,\u53DD,叝
1503,\u53DE,叞
1504,\u53DF,叟
1505,\u53E0,叠
1506,\u53E1,叡
1507,\u53E2,叢
1508,\u53E3,口
1509,\u53E4,古
1510,\u53E5,句
1511,\u53E6,另
1512,\u53E7,叧
1513,\u53E8,叨
1514,\u53E9,叩
1515,\u53EA,只
1516,\u53EB,叫
1517,\u53EC,召
1518,\u53ED,叭
1519,\u53EE,叮
1520,\u53EF,可
1521,\u53F0,台
1522,\u53F1,叱
1523,\u53F2,史
1524,\u53F3,右
1525,\u53F4,叴
1526,\u53F5,叵
1527,\u53F6,叶
1528,\u53F7,号
1529,\u53F8,司
1530,\u53F9,叹
1531,\u53FA,叺
1532,\u53FB,叻
1533,\u53FC,叼
1534,\u53FD,叽
1535,\u53FE,叾
1536,\u53FF,叿
1537,\u5400,吀
1538,\u5401,吁
1539,\u5402,吂
1540,\u5403,吃
1541,\u5404,各
1542,\u5405,吅
1543,\u5406,吆
1544,\u5407,吇
1545,\u5408,合
1546,\u5409,吉
1547,\u540A,吊
1548,\u540B,吋
1549,\u540C,同
1550,\u540D,名
1551,\u540E,后
1552,\u540F,吏
1553,\u5410,吐
1554,\u5411,向
1555,\u5412,吒
1556,\u5413,吓
1557,\u5414,吔
1558,\u5415,吕
1559,\u5416,吖
1560,\u5417,吗
1561,\u5418,吘
1562,\u5419,吙
1563,\u541A,吚
1564,\u541B,君
1565,\u541C,吜
1566,\u541D,吝
1567,\u541E,吞
1568,\u541F,吟
1569,\u5420,吠
1570,\u5421,吡
1571,\u5422,吢
1572,\u5423,吣
1573,\u5424,吤
1574,\u5425,吥
1575,\u5426,否
1576,\u5427,吧
1577,\u5428,吨
1578,\u5429,吩
1579,\u542A,吪
1580,\u542B,含
1581,\u542C,听
1582,\u542D,吭
1583,\u542E,吮
1584,\u542F,启
1585,\u5430,吰
1586,\u5431,吱
1587,\u5432,吲
1588,\u5433,吳
1589,\u5434,吴
1590,\u5435,吵
1591,\u5436,吶
1592,\u5437,吷
1593,\u5438,吸
1594,\u5439,吹
1595,\u543A,吺
1596,\u543B,吻
1597,\u543C,吼
1598,\u543D,吽
1599,\u543E,吾
1600,\u543F,吿
1601,\u5440,呀
1602,\u5441,呁
1603,\u5442,呂
1604,\u5443,呃
1605,\u5444,呄
1606,\u5445,呅
1607,\u5446,呆
1608,\u5447,呇
1609,\u5448,呈
1610,\u5449,呉
1611,\u544A,告
1612,\u544B,呋
1613,\u544C,呌
1614,\u544D,呍
1615,\u544E,呎
1616,\u544F,呏
1617,\u5450,呐
1618,\u5451,呑
1619,\u5452,呒
1620,\u5453,呓
1621,\u5454,呔
1622,\u5455,呕
1623,\u5456,呖
1624,\u5457,呗
1625,\u5458,员
1626,\u5459,呙
1627,\u545A,呚
1628,\u545B,呛
1629,\u545C,呜
1630,\u545D,呝
1631,\u545E,呞
1632,\u545F,呟
1633,\u5460,呠
1634,\u5461,呡
1635,\u5462,呢
1636,\u5463,呣
1637,\u5464,呤
1638,\u5465,呥
1639,\u5466,呦
1640,\u5467,呧
1641,\u5468,周
1642,\u5469,呩
1643,\u546A,呪
1644,\u546B,呫
1645,\u546C,呬
1646,\u546D,呭
1647,\u546E,呮
1648,\u546F,呯
1649,\u5470,呰
1650,\u5471,呱
1651,\u5472,呲
1652,\u5473,味
1653,\u5474,呴
1654,\u5475,呵
1655,\u5476,呶
1656,\u5477,呷
1657,\u5478,呸
1658,\u5479,呹
1659,\u547A,呺
1660,\u547B,呻
1661,\u547C,呼
1662,\u547D,命
1663,\u547E,呾
1664,\u547F,呿
1665,\u5480,咀
1666,\u5481,咁
1667,\u5482,咂
1668,\u5483,咃
1669,\u5484,咄
1670,\u5485,咅
1671,\u5486,咆
1672,\u5487,咇
1673,\u5488,咈
1674,\u5489,咉
1675,\u548A,咊
1676,\u548B,咋
1677,\u548C,和
1678,\u548D,咍
1679,\u548E,咎
1680,\u548F,咏
1681,\u5490,咐
1682,\u5491,咑
1683,\u5492,咒
1684,\u5493,咓
1685,\u5494,咔
1686,\u5495,咕
1687,\u5496,咖
1688,\u5497,咗
1689,\u5498,咘
1690,\u5499,咙
1691,\u549A,咚
1692,\u549B,咛
1693,\u549C,咜
1694,\u549D,咝
1695,\u549E,咞
1696,\u549F,咟
1697,\u54A0,咠
1698,\u54A1,咡
1699,\u54A2,咢
1700,\u54A3,咣
1701,\u54A4,咤
1702,\u54A5,咥
1703,\u54A6,咦
1704,\u54A7,咧
1705,\u54A8,咨
1706,\u54A9,咩
1707,\u54AA,咪
1708,\u54AB,咫
1709,\u54AC,咬
1710,\u54AD,咭
1711,\u54AE,咮
1712,\u54AF,咯
1713,\u54B0,咰
1714,\u54B1,咱
1715,\u54B2,咲
1716,\u54B3,咳
1717,\u54B4,咴
1718,\u54B5,咵
1719,\u54B6,咶
1720,\u54B7,咷
1721,\u54B8,咸
1722,\u54B9,咹
1723,\u54BA,咺
1724,\u54BB,咻
1725,\u54BC,咼
1726,\u54BD,咽
1727,\u54BE,咾
1728,\u54BF,咿
1729,\u54C0,哀
1730,\u54C1,品
1731,\u54C2,哂
1732,\u54C3,哃
1733,\u54C4,哄
1734,\u54C5,哅
1735,\u54C6,哆
1736,\u54C7,哇
1737,\u54C8,哈
1738,\u54C9,哉
1739,\u54CA,哊
1740,\u54CB,哋
1741,\u54CC,哌
1742,\u54CD,响
1743,\u54CE,哎
1744,\u54CF,哏
1745,\u54D0,哐
1746,\u54D1,哑
1747,\u54D2,哒
1748,\u54D3,哓
1749,\u54D4,哔
1750,\u54D5,哕
1751,\u54D6,哖
1752,\u54D7,哗
1753,\u54D8,哘
1754,\u54D9,哙
1755,\u54DA,哚
1756,\u54DB,哛
1757,\u54DC,哜
1758,\u54DD,哝
1759,\u54DE,哞
1760,\u54DF,哟
1761,\u54E0,哠
1762,\u54E1,員
1763,\u54E2,哢
1764,\u54E3,哣
1765,\u54E4,哤
1766,\u54E5,哥
1767,\u54E6,哦
1768,\u54E7,哧
1769,\u54E8,哨
1770,\u54E9,哩
1771,\u54EA,哪
1772,\u54EB,哫
1773,\u54EC,哬
1774,\u54ED,哭
1775,\u54EE,哮
1776,\u54EF,哯
1777,\u54F0,哰
1778,\u54F1,哱
1779,\u54F2,哲
1780,\u54F3,哳
1781,\u54F4,哴
1782,\u54F5,哵
1783,\u54F6,哶
1784,\u54F7,哷
1785,\u54F8,哸
1786,\u54F9,哹
1787,\u54FA,哺
1788,\u54FB,哻
1789,\u54FC,哼
1790,\u54FD,哽
1791,\u54FE,哾
1792,\u54FF,哿
1793,\u5500,唀
1794,\u5501,唁
1795,\u5502,唂
1796,\u5503,唃
1797,\u5504,唄
1798,\u5505,唅
1799,\u5506,唆
1800,\u5507,唇
1801,\u5508,唈
1802,\u5509,唉
1803,\u550A,唊
1804,\u550B,唋
1805,\u550C,唌
1806,\u550D,唍
1807,\u550E,唎
1808,\u550F,唏
1809,\u5510,唐
1810,\u5511,唑
1811,\u5512,唒
1812,\u5513,唓
1813,\u5514,唔
1814,\u5515,唕
1815,\u5516,唖
1816,\u5517,唗
1817,\u5518,唘
1818,\u5519,唙
1819,\u551A,唚
1820,\u551B,唛
1821,\u551C,唜
1822,\u551D,唝
1823,\u551E,唞
1824,\u551F,唟
1825,\u5520,唠
1826,\u5521,唡
1827,\u5522,唢
1828,\u5523,唣
1829,\u5524,唤
1830,\u5525,唥
1831,\u5526,唦
1832,\u5527,唧
1833,\u5528,唨
1834,\u5529,唩
1835,\u552A,唪
1836,\u552B,唫
1837,\u552C,唬
1838,\u552D,唭
1839,\u552E,售
1840,\u552F,唯
1841,\u5530,唰
1842,\u5531,唱
1843,\u5532,唲
1844,\u5533,唳
1845,\u5534,唴
1846,\u5535,唵
1847,\u5536,唶
1848,\u5537,唷
1849,\u5538,唸
1850,\u5539,唹
1851,\u553A,唺
1852,\u553B,唻
1853,\u553C,唼
1854,\u553D,唽
1855,\u553E,唾
1856,\u553F,唿
1857,\u5540,啀
1858,\u5541,啁
1859,\u5542,啂
1860,\u5543,啃
1861,\u5544,啄
1862,\u5545,啅
1863,\u5546,商
1864,\u5547,啇
1865,\u5548,啈
1866,\u5549,啉
1867,\u554A,啊
1868,\u554B,啋
1869,\u554C,啌
1870,\u554D,啍
1871,\u554E,啎
1872,\u554F,問
1873,\u5550,啐
1874,\u5551,啑
1875,\u5552,啒
1876,\u5553,啓
1877,\u5554,啔
1878,\u5555,啕
1879,\u5556,啖
1880,\u5557,啗
1881,\u5558,啘
1882,\u5559,啙
1883,\u555A,啚
1884,\u555B,啛
1885,\u555C,啜
1886,\u555D,啝
1887,\u555E,啞
1888,\u555F,啟
1889,\u5560,啠
1890,\u5561,啡
1891,\u5562,啢
1892,\u5563,啣
1893,\u5564,啤
1894,\u5565,啥
1895,\u5566,啦
1896,\u5567,啧
1897,\u5568,啨
1898,\u5569,啩
1899,\u556A,啪
1900,\u556B,啫
1901,\u556C,啬
1902,\u556D,啭
1903,\u556E,啮
1904,\u556F,啯
1905,\u5570,啰
1906,\u5571,啱
1907,\u5572,啲
1908,\u5573,啳
1909,\u5574,啴
1910,\u5575,啵
1911,\u5576,啶
1912,\u5577,啷
1913,\u5578,啸
1914,\u5579,啹
1915,\u557A,啺
1916,\u557B,啻
1917,\u557C,啼
1918,\u557D,啽
1919,\u557E,啾
1920,\u557F,啿
1921,\u5580,喀
1922,\u5581,喁
1923,\u5582,喂
1924,\u5583,喃
1925,\u5584,善
1926,\u5585,喅
1927,\u5586,喆
1928,\u5587,喇
1929,\u5588,喈
1930,\u5589,喉
1931,\u558A,喊
1932,\u558B,喋
1933,\u558C,喌
1934,\u558D,喍
1935,\u558E,喎
1936,\u558F,喏
1937,\u5590,喐
1938,\u5591,喑
1939,\u5592,喒
1940,\u5593,喓
1941,\u5594,喔
1942,\u5595,喕
1943,\u5596,喖
1944,\u5597,喗
1945,\u5598,喘
1946,\u5599,喙
1947,\u559A,喚
1948,\u559B,喛
1949,\u559C,喜
1950,\u559D,喝
1951,\u559E,喞
1952,\u559F,喟
1953,\u55A0,喠
1954,\u55A1,喡
1955,\u55A2,喢
1956,\u55A3,喣
1957,\u55A4,喤
1958,\u55A5,喥
1959,\u55A6,喦
1960,\u55A7,喧
1961,\u55A8,喨
1962,\u55A9,喩
1963,\u55AA,喪
1964,\u55AB,喫
1965,\u55AC,喬
1966,\u55AD,喭
1967,\u55AE,單
1968,\u55AF,喯
1969,\u55B0,喰
1970,\u55B1,喱
1971,\u55B2,喲
1972,\u55B3,喳
1973,\u55B4,喴
1974,\u55B5,喵
1975,\u55B6,営
1976,\u55B7,喷
1977,\u55B8,喸
1978,\u55B9,喹
1979,\u55BA,喺
1980,\u55BB,喻
1981,\u55BC,喼
1982,\u55BD,喽
1983,\u55BE,喾
1984,\u55BF,喿
1985,\u55C0,嗀
1986,\u55C1,嗁
1987,\u55C2,嗂
1988,\u55C3,嗃
1989,\u55C4,嗄
1990,\u55C5,嗅
1991,\u55C6,嗆
1992,\u55C7,嗇
1993,\u55C8,嗈
1994,\u55C9,嗉
1995,\u55CA,嗊
1996,\u55CB,嗋
1997,\u55CC,嗌
1998,\u55CD,嗍
1999,\u55CE,嗎
2000,\u55CF,嗏
2001,\u55D0,嗐
2002,\u55D1,嗑
2003,\u55D2,嗒
2004,\u55D3,嗓
2005,\u55D4,嗔
2006,\u55D5,嗕
2007,\u55D6,嗖
2008,\u55D7,嗗
2009,\u55D8,嗘
2010,\u55D9,嗙
2011,\u55DA,嗚
2012,\u55DB,嗛
2013,\u55DC,嗜
2014,\u55DD,嗝
2015,\u55DE,嗞
2016,\u55DF,嗟
2017,\u55E0,嗠
2018,\u55E1,嗡
2019,\u55E2,嗢
2020,\u55E3,嗣
2021,\u55E4,嗤
2022,\u55E5,嗥
2023,\u55E6,嗦
2024,\u55E7,嗧
2025,\u55E8,嗨
2026,\u55E9,嗩
2027,\u55EA,嗪
2028,\u55EB,嗫
2029,\u55EC,嗬
2030,\u55ED,嗭
2031,\u55EE,嗮
2032,\u55EF,嗯
2033,\u55F0,嗰
2034,\u55F1,嗱
2035,\u55F2,嗲
2036,\u55F3,嗳
2037,\u55F4,嗴
2038,\u55F5,嗵
2039,\u55F6,嗶
2040,\u55F7,嗷
2041,\u55F8,嗸
2042,\u55F9,嗹
2043,\u55FA,嗺
2044,\u55FB,嗻
2045,\u55FC,嗼
2046,\u55FD,嗽
2047,\u55FE,嗾
2048,\u55FF,嗿
2049,\u5600,嘀
2050,\u5601,嘁
2051,\u5602,嘂
2052,\u5603,嘃
2053,\u5604,嘄
2054,\u5605,嘅
2055,\u5606,嘆
2056,\u5607,嘇
2057,\u5608,嘈
2058,\u5609,嘉
2059,\u560A,嘊
2060,\u560B,嘋
2061,\u560C,嘌
2062,\u560D,嘍
2063,\u560E,嘎
2064,\u560F,嘏
2065,\u5610,嘐
2066,\u5611,嘑
2067,\u5612,嘒
2068,\u5613,嘓
2069,\u5614,嘔
2070,\u5615,嘕
2071,\u5616,嘖
2072,\u5617,嘗
2073,\u5618,嘘
2074,\u5619,嘙
2075,\u561A,嘚
2076,\u561B,嘛
2077,\u561C,嘜
2078,\u561D,嘝
2079,\u561E,嘞
2080,\u561F,嘟
2081,\u5620,嘠
2082,\u5621,嘡
2083,\u5622,嘢
2084,\u5623,嘣
2085,\u5624,嘤
2086,\u5625,嘥
2087,\u5626,嘦
2088,\u5627,嘧
2089,\u5628,嘨
2090,\u5629,嘩
2091,\u562A,嘪
2092,\u562B,嘫
2093,\u562C,嘬
2094,\u562D,嘭
2095,\u562E,嘮
2096,\u562F,嘯
2097,\u5630,嘰
2098,\u5631,嘱
2099,\u5632,嘲
2100,\u5633,嘳
2101,\u5634,嘴
2102,\u5635,嘵
2103,\u5636,嘶
2104,\u5637,嘷
2105,\u5638,嘸
2106,\u5639,嘹
2107,\u563A,嘺
2108,\u563B,嘻
2109,\u563C,嘼
2110,\u563D,嘽
2111,\u563E,嘾
2112,\u563F,嘿
2113,\u5640,噀
2114,\u5641,噁
2115,\u5642,噂
2116,\u5643,噃
2117,\u5644,噄
2118,\u5645,噅
2119,\u5646,噆
2120,\u5647,噇
2121,\u5648,噈
2122,\u5649,噉
2123,\u564A,噊
2124,\u564B,噋
2125,\u564C,噌
2126,\u564D,噍
2127,\u564E,噎
2128,\u564F,噏
2129,\u5650,噐
2130,\u5651,噑
2131,\u5652,噒
2132,\u5653,噓
2133,\u5654,噔
2134,\u5655,噕
2135,\u5656,噖
2136,\u5657,噗
2137,\u5658,噘
2138,\u5659,噙
2139,\u565A,噚
2140,\u565B,噛
2141,\u565C,噜
2142,\u565D,噝
2143,\u565E,噞
2144,\u565F,噟
2145,\u5660,噠
2146,\u5661,噡
2147,\u5662,噢
2148,\u5663,噣
2149,\u5664,噤
2150,\u5665,噥
2151,\u5666,噦
2152,\u5667,噧
2153,\u5668,器
2154,\u5669,噩
2155,\u566A,噪
2156,\u566B,噫
2157,\u566C,噬
2158,\u566D,噭
2159,\u566E,噮
2160,\u566F,噯
2161,\u5670,噰
2162,\u5671,噱
2163,\u5672,噲
2164,\u5673,噳
2165,\u5674,噴
2166,\u5675,噵
2167,\u5676,噶
2168,\u5677,噷
2169,\u5678,噸
2170,\u5679,噹
2171,\u567A,噺
2172,\u567B,噻
2173,\u567C,噼
2174,\u567D,噽
2175,\u567E,噾
2176,\u567F,噿
2177,\u5680,嚀
2178,\u5681,嚁
2179,\u5682,嚂
2180,\u5683,嚃
2181,\u5684,嚄
2182,\u5685,嚅
2183,\u5686,嚆
2184,\u5687,嚇
2185,\u5688,嚈
2186,\u5689,嚉
2187,\u568A,嚊
2188,\u568B,嚋
2189,\u568C,嚌
2190,\u568D,嚍
2191,\u568E,嚎
2192,\u568F,嚏
2193,\u5690,嚐
2194,\u5691,嚑
2195,\u5692,嚒
2196,\u5693,嚓
2197,\u5694,嚔
2198,\u5695,嚕
2199,\u5696,嚖
2200,\u5697,嚗
2201,\u5698,嚘
2202,\u5699,嚙
2203,\u569A,嚚
2204,\u569B,嚛
2205,\u569C,嚜
2206,\u569D,嚝
2207,\u569E,嚞
2208,\u569F,嚟
2209,\u56A0,嚠
2210,\u56A1,嚡
2211,\u56A2,嚢
2212,\u56A3,嚣
2213,\u56A4,嚤
2214,\u56A5,嚥
2215,\u56A6,嚦
2216,\u56A7,嚧
2217,\u56A8,嚨
2218,\u56A9,嚩
2219,\u56AA,嚪
2220,\u56AB,嚫
2221,\u56AC,嚬
2222,\u56AD,嚭
2223,\u56AE,嚮
2224,\u56AF,嚯
2225,\u56B0,嚰
2226,\u56B1,嚱
2227,\u56B2,嚲
2228,\u56B3,嚳
2229,\u56B4,嚴
2230,\u56B5,嚵
2231,\u56B6,嚶
2232,\u56B7,嚷
2233,\u56B8,嚸
2234,\u56B9,嚹
2235,\u56BA,嚺
2236,\u56BB,嚻
2237,\u56BC,嚼
2238,\u56BD,嚽
2239,\u56BE,嚾
2240,\u56BF,嚿
2241,\u56C0,囀
2242,\u56C1,囁
2243,\u56C2,囂
2244,\u56C3,囃
2245,\u56C4,囄
2246,\u56C5,囅
2247,\u56C6,囆
2248,\u56C7,囇
2249,\u56C8,囈
2250,\u56C9,囉
2251,\u56CA,囊
2252,\u56CB,囋
2253,\u56CC,囌
2254,\u56CD,囍
2255,\u56CE,囎
2256,\u56CF,囏
2257,\u56D0,囐
2258,\u56D1,囑
2259,\u56D2,囒
2260,\u56D3,囓
2261,\u56D4,囔
2262,\u56D5,囕
2263,\u56D6,囖
2264,\u56D7,囗
2265,\u56D8,囘
2266,\u56D9,囙
2267,\u56DA,囚
2268,\u56DB,四
2269,\u56DC,囜
2270,\u56DD,囝
2271,\u56DE,回
2272,\u56DF,囟
2273,\u56E0,因
2274,\u56E1,囡
2275,\u56E2,团
2276,\u56E3,団
2277,\u56E4,囤
2278,\u56E5,囥
2279,\u56E6,囦
2280,\u56E7,囧
2281,\u56E8,囨
2282,\u56E9,囩
2283,\u56EA,囪
2284,\u56EB,囫
2285,\u56EC,囬
2286,\u56ED,园
2287,\u56EE,囮
2288,\u56EF,囯
2289,\u56F0,困
2290,\u56F1,囱
2291,\u56F2,囲
2292,\u56F3,図
2293,\u56F4,围
2294,\u56F5,囵
2295,\u56F6,囶
2296,\u56F7,囷
2297,\u56F8,囸
2298,\u56F9,囹
2299,\u56FA,固
2300,\u56FB,囻
2301,\u56FC,囼
2302,\u56FD,国
2303,\u56FE,图
2304,\u56FF,囿
2305,\u5700,圀
2306,\u5701,圁
2307,\u5702,圂
2308,\u5703,圃
2309,\u5704,圄
2310,\u5705,圅
2311,\u5706,圆
2312,\u5707,圇
2313,\u5708,圈
2314,\u5709,圉
2315,\u570A,圊
2316,\u570B,國
2317,\u570C,圌
2318,\u570D,圍
2319,\u570E,圎
2320,\u570F,圏
2321,\u5710,圐
2322,\u5711,圑
2323,\u5712,園
2324,\u5713,圓
2325,\u5714,圔
2326,\u5715,圕
2327,\u5716,圖
2328,\u5717,圗
2329,\u5718,團
2330,\u5719,圙
2331,\u571A,圚
2332,\u571B,圛
2333,\u571C,圜
2334,\u571D,圝
2335,\u571E,圞
2336,\u571F,土
2337,\u5720,圠
2338,\u5721,圡
2339,\u5722,圢
2340,\u5723,圣
2341,\u5724,圤
2342,\u5725,圥
2343,\u5726,圦
2344,\u5727,圧
2345,\u5728,在
2346,\u5729,圩
2347,\u572A,圪
2348,\u572B,圫
2349,\u572C,圬
2350,\u572D,圭
2351,\u572E,圮
2352,\u572F,圯
2353,\u5730,地
2354,\u5731,圱
2355,\u5732,圲
2356,\u5733,圳
2357,\u5734,圴
2358,\u5735,圵
2359,\u5736,圶
2360,\u5737,圷
2361,\u5738,圸
2362,\u5739,圹
2363,\u573A,场
2364,\u573B,圻
2365,\u573C,圼
2366,\u573D,圽
2367,\u573E,圾
2368,\u573F,圿
2369,\u5740,址
2370,\u5741,坁
2371,\u5742,坂
2372,\u5743,坃
2373,\u5744,坄
2374,\u5745,坅
2375,\u5746,坆
2376,\u5747,均
2377,\u5748,坈
2378,\u5749,坉
2379,\u574A,坊
2380,\u574B,坋
2381,\u574C,坌
2382,\u574D,坍
2383,\u574E,坎
2384,\u574F,坏
2385,\u5750,坐
2386,\u5751,坑
2387,\u5752,坒
2388,\u5753,坓
2389,\u5754,坔
2390,\u5755,坕
2391,\u5756,坖
2392,\u5757,块
2393,\u5758,坘
2394,\u5759,坙
2395,\u575A,坚
2396,\u575B,坛
2397,\u575C,坜
2398,\u575D,坝
2399,\u575E,坞
2400,\u575F,坟
2401,\u5760,坠
2402,\u5761,坡
2403,\u5762,坢
2404,\u5763,坣
2405,\u5764,坤
2406,\u5765,坥
2407,\u5766,坦
2408,\u5767,坧
2409,\u5768,坨
2410,\u5769,坩
2411,\u576A,坪
2412,\u576B,坫
2413,\u576C,坬
2414,\u576D,坭
2415,\u576E,坮
2416,\u576F,坯
2417,\u5770,坰
2418,\u5771,坱
2419,\u5772,坲
2420,\u5773,坳
2421,\u5774,坴
2422,\u5775,坵
2423,\u5776,坶
2424,\u5777,坷
2425,\u5778,坸
2426,\u5779,坹
2427,\u577A,坺
2428,\u577B,坻
2429,\u577C,坼
2430,\u577D,坽
2431,\u577E,坾
2432,\u577F,坿
2433,\u5780,垀
2434,\u5781,垁
2435,\u5782,垂
2436,\u5783,垃
2437,\u5784,垄
2438,\u5785,垅
2439,\u5786,垆
2440,\u5787,垇
2441,\u5788,垈
2442,\u5789,垉
2443,\u578A,垊
2444,\u578B,型
2445,\u578C,垌
2446,\u578D,垍
2447,\u578E,垎
2448,\u578F,垏
2449,\u5790,垐
2450,\u5791,垑
2451,\u5792,垒
2452,\u5793,垓
2453,\u5794,垔
2454,\u5795,垕
2455,\u5796,垖
2456,\u5797,垗
2457,\u5798,垘
2458,\u5799,垙
2459,\u579A,垚
2460,\u579B,垛
2461,\u579C,垜
2462,\u579D,垝
2463,\u579E,垞
2464,\u579F,垟
2465,\u57A0,垠
2466,\u57A1,垡
2467,\u57A2,垢
2468,\u57A3,垣
2469,\u57A4,垤
2470,\u57A5,垥
2471,\u57A6,垦
2472,\u57A7,垧
2473,\u57A8,垨
2474,\u57A9,垩
2475,\u57AA,垪
2476,\u57AB,垫
2477,\u57AC,垬
2478,\u57AD,垭
2479,\u57AE,垮
2480,\u57AF,垯
2481,\u57B0,垰
2482,\u57B1,垱
2483,\u57B2,垲
2484,\u57B3,垳
2485,\u57B4,垴
2486,\u57B5,垵
2487,\u57B6,垶
2488,\u57B7,垷
2489,\u57B8,垸
2490,\u57B9,垹
2491,\u57BA,垺
2492,\u57BB,垻
2493,\u57BC,垼
2494,\u57BD,垽
2495,\u57BE,垾
2496,\u57BF,垿
2497,\u57C0,埀
2498,\u57C1,埁
2499,\u57C2,埂
2500,\u57C3,埃
2501,\u57C4,埄
